# source_path	size	git_blob_sha	sha256	action	clean_path	reason
1 try/examples/PluginProcessor_snippet.cpp	2458	13818a85a0c2c7425f39c132e73881b514953678	9aef90622fb39eee96f713a74dac5b97405d863baa985e2a5d8d75f42068ad28	DELETE_UNPROVEN_ITERATION		fallback tables/float or analytic approximations; mixed exactness
1 try/tools/extract_tables_fixed.py	7426	00caf0364fb3a380ee29ab86d898b52a9fbeb25a	e6c5654e87cc0a14594f28c5b78e69c072287165febb7f9342980821cd812ac2	DELETE_UNPROVEN_ITERATION		fallback tables/float or analytic approximations; mixed exactness
1 try/tools/verify_chorus_region.py	2930	5f58c02e1736d87b97f9da96fe7a993b7090d2be	fb2c7190c1f76d5c0d09791b5b63e60f68bcc6b740fe3b093bc4079299e00bd0	DELETE_UNPROVEN_ITERATION		fallback tables/float or analytic approximations; mixed exactness
2 try filter dist env nice build with preview site есть из чего выбрать тип если не найти ориг/ASM_Patches/01_extract_tables_sram_alias_fix.py	1026	e8c3b5bd2a2edc9c13a878ef3cd3e6543d1636be	c80129bcb90891d05f86259f28bf3f1a8bd9038b3234c273c9dcc15c6ecff82d	DELETE_UNPROVEN_ITERATION		float blocks, unsupported claims, preview package
2 try filter dist env nice build with preview site есть из чего выбрать тип если не найти ориг/ASM_Patches/03_filter_dist_env_exact_listing.asm	1951	081613b217a27611861feaf71b3023705fbcebd2	5f04b0ad4d797f3e36ec0c55691c965659af809aa52dd76df675760a436daf9a	DELETE_UNPROVEN_ITERATION		float blocks, unsupported claims, preview package
2 try filter dist env nice build with preview site есть из чего выбрать тип если не найти ориг/README_1.6.0_INTEGRATION_RU.md	2683	680065121d065a1cd6cd2a4001c71998edd4bc7e	a92f34befb3a07c63f0025cd6911bfeb64a7578206643c4dc65c570170f68f9c	DELETE_UNPROVEN_ITERATION		float blocks, unsupported claims, preview package
2 try filter dist env nice build with preview site есть из чего выбрать тип если не найти ориг/Source/DSP/Core/Dsp56300Core.h	1647	a704ad740149e34ab4136f8a678118c1b3988b58	829a6fd852e9c64d789e547d9245123d0682ee3efa307926a716b126fa76e1a1	DELETE_UNPROVEN_ITERATION		float blocks, unsupported claims, preview package
2 try filter dist env nice build with preview site есть из чего выбрать тип если не найти ориг/Source/DSP/Core/MmNovaTables_Fixed.h	1418	3191de8bb15557a15551f928402fb49733baf938	9db97da4c88bf941ca48e00c3d69fd4bd544ede547cfb093b9a52719f57aad3d	DELETE_UNPROVEN_ITERATION		float blocks, unsupported claims, preview package
2 try filter dist env nice build with preview site есть из чего выбрать тип если не найти ориг/Source/DSP/FX/FXChorusBlock.h	3424	5f98a2b1c5c7b11d6721200d2d7d8e5e968f377a	7bf1ca39d772f7abdab0d07c081c54bc036a38a83a322d5b9f404af706c9e412	DELETE_UNPROVEN_ITERATION		float blocks, unsupported claims, preview package
2 try filter dist env nice build with preview site есть из чего выбрать тип если не найти ориг/Source/DSP/Kernel/AmpEnvelopeBlock.h	3683	bb78e4ab3cd102fb17b450cfdc78612a538a9766	1b43007061e63b11ee0c5f1c01a9d1e3e798862bc1a025b031e5a792eb495967	DELETE_UNPROVEN_ITERATION		float blocks, unsupported claims, preview package
2 try filter dist env nice build with preview site есть из чего выбрать тип если не найти ориг/Source/DSP/Kernel/DistortionSaturationBlock.h	2059	0e25b64419058831b2500ead03efa334f6f62632	86a3846dbb3403a2a7e5370f044883756cdb1fdfe853d5af6ed7e6df7759a6ae	DELETE_UNPROVEN_ITERATION		float blocks, unsupported claims, preview package
2 try filter dist env nice build with preview site есть из чего выбрать тип если не найти ориг/Source/DSP/Kernel/KernelVoiceChainBlock.h	1580	a8a0d8055d4aa185702ffa9484654f5ef46bf091	dd53542251506a52433c3c40efc15780a45c638119c111f9f6a6a4bddc469fd0	DELETE_UNPROVEN_ITERATION		float blocks, unsupported claims, preview package
2 try filter dist env nice build with preview site есть из чего выбрать тип если не найти ориг/Source/DSP/Kernel/MultiModeFilterBlock.h	3124	e1adfea86a5c56a0a6e04bf2253cdbe7eef76a00	32a8e9696b63b097450064a6b7ce3d903eb9b983041503d7688f767b1db4dd60	DELETE_UNPROVEN_ITERATION		float blocks, unsupported claims, preview package
2 try filter dist env nice build with preview site есть из чего выбрать тип если не найти ориг/Source/DSP/Machines/DproBboxBlock.h	2089	994b36b4acd5c82f0eb7916538e7a03338b8d0d7	ed5df634639a82c4b9a2e9337da231dc5d9441e0f1c93fdc6c69ddc52dfe5ddc	DELETE_UNPROVEN_ITERATION		float blocks, unsupported claims, preview package
2 try filter dist env nice build with preview site есть из чего выбрать тип если не найти ориг/Source/DSP/Machines/FMPlusBlocks.h	2866	65ace6f3e7f40ed87de7e5b39ba6ff05cb7159fa	824db3093d4b98647aa9b353ea57e79c00d3e2d5607d0cc5a098dac7274c1137	DELETE_UNPROVEN_ITERATION		float blocks, unsupported claims, preview package
2 try filter dist env nice build with preview site есть из чего выбрать тип если не найти ориг/Source/DSP/Machines/GndAndSidBlocks.h	795	5b5b22be8ecb9462620a8063136cebbaa1d773d9	c298f2af2f4913022e1f20674ec4e0840f9727f38312ac0c9508e402a1b86906	DELETE_UNPROVEN_ITERATION		float blocks, unsupported claims, preview package
2 try filter dist env nice build with preview site есть из чего выбрать тип если не найти ориг/Source/DSP/Machines/SwaveBlocks.h	2022	78b4b780c02627d1f52821093ed8d3ab4ee5cd55	33eeaea74437741a2d7434631a4be4103cedcf03531ff2c9726da5b813de1e62	DELETE_UNPROVEN_ITERATION		float blocks, unsupported claims, preview package
2 try filter dist env nice build with preview site есть из чего выбрать тип если не найти ориг/index.html	77634	983c0767616203f8334554fc9ab58bc0493f4d0e	b0cfc3280619b1a3caace4044f942c4c824db04230dc3891964ec83218b51943	DELETE_UI_ARTIFACT		generated preview/presentation, not DSP source or proof
3 mnmdsp_reference more version/README_RU.md	4735	f2447078c9fbc3c321b9e4f2352be4fb1dec7b20	50283465ac19a876c39a9510a94659a11a3f92c2524b674fe2f55cbce295300c	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/data/bbox_drum_bank.bin	187068	c4fdcfbc89494ecc88e4077f8d213742268c109e	1408c266b828d09c7709eed47e02b40ffaad482d447c967a20411f16f663f454	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/data/bbox_models_fragment.h	728	e753d3e296862ff10e16cbede760083adf1652e2	5a23e3ced6d7b7c2884d91e2c0a6f5e9f719205bb23e113b0d16b20a562a1e20	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/data/bbox_wav/model_00.wav	129	9a9dd53688d5299e99167b2afb6d7afffb1a4bb6	929ffcf23137aca8cd3e13ac977fa7814a553c167d312df6e68dc45d396d07b4	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/data/bbox_wav/model_01.wav	129	914ff464a92f1dd94fba99e1f69dff78b1fd75a2	36b3894a13d3ea1a761fa008079d4aeab3fa6781347c79e5710c0262a84a025c	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/data/bbox_wav/model_02.wav	129	7ce36b8c77e8eb08a43832f74895f5a2b58ef50a	dcb1288fa3ccace41b76350111314eb72c3e858860b7ec4264f867d5f2888e9d	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/data/bbox_wav/model_03.wav	129	e50d78afbbc4507492e0ef9a3776a6ad6bad187c	7d0c19fc1ef602902f292811246c2e4913981111eeb6042e54828ff42c5dc736	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/data/bbox_wav/model_04.wav	129	66670eb36fac7ec41e4b2a336a4bbf2d6abc8880	aa86f066e9d91ed9aed787f168c152546cd9ea2f53987881126ae2fcd7908354	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/data/bbox_wav/model_05.wav	130	856ae69562c13d82701b0b92616be54becabf61a	8e83d352e1ee502f27a065e41485ad462362545b60464715da80cb8edc32d256	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/data/bbox_wav/model_06.wav	129	6411366f4cda05788ae5d25393b19cdf32cb732b	a83ea32bd7e22a669c42f2229989a3eb53ccd19aa3cacd69213960da76ec2a13	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/data/bbox_wav/model_07.wav	129	12f24144459824138621e4c0e594cd76916b9ba2	f0ac0991fd26990e5b2cac0d15e3f708b68651e75ddb79e6dbc23d2c489785af	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/data/bbox_wav/model_08.wav	130	3144b540728c157c1afa82c465e3a1924453075e	bfd1fb37d4753f59dfe1b01d7e6316f98a216cdb0bf53c70dc12dd3ec3aa0526	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/data/bbox_wav/model_09.wav	129	4441bfdf5dfd6c5f3df2af3c3b4dcf9b848a6c94	7f2123956b5bf9c3e0eddfa70e65a722093392b6dfd0d2ea4c8bbf5551f87f94	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/data/bbox_wav/model_10.wav	129	784bd49e0545c20cb6a8ab6c65882a4e4deb52b6	b07588b131e2879d2bb74fdebed9231a48513038445d7bceca350e5dbd91628e	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/data/bbox_wav/model_11.wav	129	338c10c23b421e8f92fea27ae2fc688779cb4133	a83c83f777d9def05b9a5231bd1c18b4f0e9af0e8ab9054ce110ea946087766d	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/data/pitch_wavetable_2048.bin	6144	049ff9db7adac36c6048aadd0ac6f4c52d8e734e	2c5a1ff66290187d040b9897b037ddda349dd04da0440c6f398b48167231e9b2	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/docs/BBOX_RU.md	6549	fc29b78823fea4cbcfad49303df8351e554376f8	de1aebffa7e4ba74b2d104ed386ddde8698bb85b1f623a94959ad0f813fad22a	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/docs/ROUTING_RU.md	6316	586810a165a58ab06d4334dead8523018be9f69d	cd908f3f490c42cca9f83f3495255aa3fd9fbf7c7c760fcddd8b1c0ab80ae778	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/dsp/MnmFixed.h	3302	a7d571122728152f125dda2d19f10589c4e5fc2c	cc857494b79941712da499d5ea4aba9fc0704a20f0cc6a7f72f3810e5343dc5f	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/dsp/MnmParams.h	4457	a922c8c74fec4f367b94c4029134ca5176500008	2d2cb1a7fc227ff0d7397773cc471ceeab895786458686f5a3e6e59b0e5b8a65	EXTRACTED_EXACT_METADATA	metadata/MnmParams_VERIFIED.h	exact raw data/header or narrowed proof subset
3 mnmdsp_reference more version/dsp/MnmRouting.h	8025	add33d5e2a99c7ed66bd4a124bcb6c84aae574a4	daf413d05e8055661a7ed598317e34c725feb4b5002a0d20f060474c6fd5481e	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/dsp/machines/ChorusCore.cpp	25314	2581f9c80104e14229f3605b8d360241664a9e11	0cbfd6872be7f6aa5de2a66c112204f995ada5b77b6090618566fbdab95850e5	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/dsp/machines/ChorusCore.h	3640	86c7c5156c50168574bb24bd9f3d77d3ab488989	3e33c2b1039d1fc609e4091957a805124f9401956789f073e80f82dee899b2a2	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/dsp/machines/ChorusTables.h	44328	0e720229949de492fa26b854b0842f88792a9615	90b207d6506b0b2b65403af5ba2a73b54400091c29d55db3f3d8cae3e5b79e9a	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
3 mnmdsp_reference more version/dsp/machines/MnmBBox.h	12336	322cc8450c971b3152f19063770795e6ddd255b2	bb0892d2b4c1f505bdb474720ebc5c41447bbf563ac27f5fc630d07df50f9cf0	DELETE_MIXED_OR_DUPLICATE		BBOX explicitly approximate; common files duplicate emulation set
4 mmnova-honest  fav/PORT_PLAN.md	2519	af0524615a5ef56be773c5d49de6cf1694947edb	55d4acbebfa7a07350f6f62c7d51e6ad838801f6675d73680214f56a24300477	DELETE_MIXED_OR_APPROX		README honest but code is not instruction-exact; mixed roadmap/tool
4 mmnova-honest  fav/README_ЧЕСТНО.md	2044	3e631ffd73ed66674bd3c0988dc65ab44110c788	21fde34832452dda24501f19749957e34045ef16df965ef083b8e8f2a4ca1a48	DELETE_MIXED_OR_APPROX		README honest but code is not instruction-exact; mixed roadmap/tool
4 mmnova-honest  fav/Source/mmnova/MnMChorus.h	5985	f3c584bc839264584b50ea34b3c7c8d4c02b59ff	afc15d9a5210ea0185f36de3830b2d6bfbde1dbe7738d219be9d1c02d977f501	DELETE_MIXED_OR_APPROX		README honest but code is not instruction-exact; mixed roadmap/tool
4 mmnova-honest  fav/Source/mmnova/MnMFixed.h	2582	e2f118ec578a16b968440608adcd24245f0b1ba9	a4370b44b3789e2c9f3c9335991004fbdd3999a7c09141b5101c516a98ad006f	DELETE_MIXED_OR_APPROX		README honest but code is not instruction-exact; mixed roadmap/tool
4 mmnova-honest  fav/Source/mmnova/MnMGndSin.h	2962	d73c21e07c66cd70c3eda2a1efc0bbdd12d18a50	495f9c65f4685ee40da9331f521a78205770b85549f353391f13f85acf0723fe	DELETE_MIXED_OR_APPROX		README honest but code is not instruction-exact; mixed roadmap/tool
4 mmnova-honest  fav/Source/mmnova/MnMTablesA.h	4775	b523d0fbe9fcc8e2ddb85396c7d3749fcd8bbd8e	f7145263010cee546d23e3b6e9793bb31cd413eed059af19920e09c1db7779fb	EXTRACTED_EXACT_TABLE_HEADER	data/MnmVerifiedFixedTables.h	exact raw data/header or narrowed proof subset
4 mmnova-honest  fav/tools/mmnova_slice.py	9502	96b85e9b3895f49e2a6153ece7c01ca6137dd3d2	6a186b993934e9fcc28290d2edd2b372dc9acadd5c571c36679d4004b8968c89	DELETE_MIXED_OR_APPROX		README honest but code is not instruction-exact; mixed roadmap/tool
5 mnm-dist-filter/FILTER_DIST_FACTS.md	6099	f01fae0f95f2dfadc337af292ecc295beff2b76d	62d7814dc08c74886500affa6a003fe3848a4d879fcc8e44e3a5b4b1efe6395b	DELETE_MIXED_A_B_C		facts mixed with B/C and unresolved filter mapping
5 mnm-dist-filter/NEXT_STEPS.txt	3729	d97431c7287b6c49422a5d119788bc01336cedcd	42d7228c11aea1c4078de3b79a281bbda6044bdb0e19e56cfd24b534f5219fb2	DELETE_MIXED_A_B_C		facts mixed with B/C and unresolved filter mapping
5 mnm-dist-filter/Source/mmnova/MnMAmpDist.h	6147	039522e7329445b2b26f810e5cd76ab24dc15c52	685dc0a0422083c65b408d111eaf897f2371082f354af4aac95fd153dc82c6c0	DELETE_MIXED_A_B_C		facts mixed with B/C and unresolved filter mapping
5 mnm-dist-filter/Source/mmnova/MnMFilter24.h	5468	63ca5fa3359f6895ecded9986d5a08548a16ce52	10b931acbe3af64deea89377ac7eace3e1f8aca663f74a0efc6532a6beb24c70	DELETE_MIXED_A_B_C		facts mixed with B/C and unresolved filter mapping
5 mnm-dist-filter/Source/mmnova/MnMFixed.h	1461	ea7e95f273a9347a61d1af9062004195d0a469c6	66d9c069d13d9fe6eb606e3f8ffb7ee67c8c62f264fa5c240fa16d8c1715ac6b	DELETE_MIXED_A_B_C		facts mixed with B/C and unresolved filter mapping
5 mnm-dist-filter/index.html	67977	9a156f7d0e9c4a8bbf95d032edf4f74b51df4d71	9d8c48e42d52508e4f2ff5709277817a3e42424ec849cefb7d81ef72b196da45	DELETE_UI_ARTIFACT		generated preview/presentation, not DSP source or proof
gpt 6 astra cheker na oriig.html	124514	abb7c254fedbabf5f0dab5b5ee1e669f4184dce4	cc88c3f42faba3ed5922b21474027ccdb76ff70a7ad84ba6abab502ab8b3fb14	DELETE_UI_ARTIFACT		generated preview/presentation, not DSP source or proof
mmnova-filter-official fav from manual и косвенно все вырисовывает его/MnMFilter24_Official.h	5189	038e0fbe0bc4f91df357d9295f21e7e8cde5ccf1	8b67b96bac653884e82f74df59c17f107914b913c82355e4ed104c0bf604d2e7	DELETE_INDIRECT_CLAIM		manual/indirect reconstruction, not direct proof
mmnova-filter-official fav from manual и косвенно все вырисовывает его/index.html	16557	42cfe1891e83e7205c76730b02931e72955c3777	1337bd91de95cfdf63966ffae93bd1d19035a82662f89ea64f13a860199c4c27	DELETE_UI_ARTIFACT		generated preview/presentation, not DSP source or proof
mnm-filter-q/FILTER_Q_FINDINGS.md	4939	796455a1c883eab9f3eca121eec7bd3cec6e4009	8ea02ed78e1322e9d8f11436198df45bca5677670a5074cdde6d69b323e78587	DELETE_OPEN_QUESTIONS		explicit B/C hypotheses and measurement plan
mnm-filter-q/PLAN_MEASURE.md	3558	34fab26d4044c01ecb89a2ad3af00fb711bc123c	ec8eeaebe40fc2713bf5913ef6719e4e53aa23e87bd5554d0b0c7bece1522e97	DELETE_OPEN_QUESTIONS		explicit B/C hypotheses and measurement plan
mnm-filter-q/Source/mmnova/MnMFilter24.h	7306	f1010155258212e0d98b51b0548b7d4214c84dc1	31eb227c53f6c0dadc80b40874f9c262baeef96db49eed9ba61d47a65c6cd5d4	DELETE_OPEN_QUESTIONS		explicit B/C hypotheses and measurement plan
mnm-filter-q/Source/mmnova/MnMFilterMod.h	3779	df690f8505d2cf2db8d7deae678b1753b50bbebd	7ffdd890105b6917e94d35c4ede7a196547492a31e996a713dea90536b4e091e	DELETE_OPEN_QUESTIONS		explicit B/C hypotheses and measurement plan
mnm-filter-q/Source/mmnova/MnMFixed.h	1424	0b4d8dcb0c304498931871373fa841ddc72f1dfa	7c6ee06449c88e4e2e8cc10f58c8344e30618fbab19c34344cd915998808bf39	DELETE_OPEN_QUESTIONS		explicit B/C hypotheses and measurement plan
mnm-filter-q/Source/mmnova/MnMVoicePage.h	4412	d9b06c56523da4140184c3564813493258765e1f	fe868795efd76cbdf608fcf1b908bc9804b38eae5254bb18449ab44b47ee33f4	DELETE_OPEN_QUESTIONS		explicit B/C hypotheses and measurement plan
mnm-filter-q/Source/mmnova/index.html	49866	77748dad0ee0e1a447798b1e620203153e5c1685	c0f7f741fcbe55c013d1d01f75a05c5bbee16bb8d76a933f0edcdcfad824f08f	DELETE_UI_ARTIFACT		generated preview/presentation, not DSP source or proof
mnm-filter-q/VOICE_PAGE_MAP.md	7033	ef86825f219d9baa6dbe5d2b4e316189171a647e	59da70995d820f5f13d1834594f41567d7911fabcbac1dc5b6a0383f36fc2d3c	DELETE_OPEN_QUESTIONS		explicit B/C hypotheses and measurement plan
mnm-filter-q/index (2).html	75796	4e2fab9bd2a78f6f56ad75c97ea73ac334f5fb59	f185596107937e8b40207a67746c83f08f0f42eba3f0fe3b640f3a1891f9374a	DELETE_UI_ARTIFACT		generated preview/presentation, not DSP source or proof
mnm-filter-q/index.html	46531	45e116326b5b3bef08b722fc2a433220ff19f8fa	0c83d4fb30c24f9f807a04931f2ea8be76b30dd4fffed0fcfbec58b02283e919	DELETE_UI_ARTIFACT		generated preview/presentation, not DSP source or proof
mnm-routing-100/README_ROUTING_100_VERIFIED.md	2077	5844ae3c690fc4253ed8038bfd748a2ec65334c0	52b952733c89ae13bb0ac1e9bbd08a861251176ac00ff7e2f07511e939671822	DELETE_OVERCLAIM		full-chain/order claims exceed direct opcode proof; auditory/indirect evidence
mnm-routing-100/Source/mmnova/MnMVoiceChain_Canonical.h	9290	6632ebf97b0839f58226b27495c63f42afeef61a	7fb79c98db550554a7c0aaf18a156082cd7352d300af0f10a108913f8fde66cb	DELETE_OVERCLAIM		full-chain/order claims exceed direct opcode proof; auditory/indirect evidence
mnm-routing-exact/ROUTING_ДОКАЗАНО.md	2881	3e215bb95ce01dce6fe8c4bbf3ed76bba54aaeaa	d728c25e1545af925a9b1a732ff1a476e76d6b7d640da87ec7c8feccfd725970	EXTRACTED_PROOF_SUBSET	proof/ROUTING_BUFFER_EXACT.md	exact raw data/header or narrowed proof subset
mnm-routing-exact/Source/mmnova/MnmVoiceRouting.h	7058	aa4990bb718bfb8cca805dc0dd32d7cb62e94bf8	b73a4711184f899248fda2c74ead56ad4918311432c63018b92d41b117cbe9f9	DELETE_UNCLASSIFIED		not independently accepted under strict rule
